channel_title,category_id,tags,decision,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
Wintergatan,10,1,0.0,1.0,0.0,1.0,False,False,False
CBS This Morning,25,1,0.0,0.0,0.0,0.0,False,False,False
The View,24,1,0.0,1.0,1.0,1.0,False,False,False
Amelia Liana,26,1,0.0,0.0,0.0,0.0,False,False,False
TheEllenShow,24,1,1.0,2.0,2.0,1.0,False,False,False
Cole and Marmalade,15,1,0.0,1.0,0.0,1.0,False,False,False
iamAURORAVEVO,10,1,0.0,2.0,1.0,2.0,False,False,False
Tasty,22,1,0.0,1.0,1.0,1.0,False,False,False
The Late Show with Stephen Colbert,24,1,1.0,1.0,2.0,1.0,False,False,False
Shay Mitchell,26,1,1.0,3.0,2.0,2.0,False,False,False
Markiplier,23,1,0.0,2.0,1.0,2.0,False,False,False
IISuperwomanII,23,1,1.0,3.0,2.0,3.0,False,False,False
Late Night with Seth Meyers,23,1,0.0,0.0,1.0,0.0,False,False,False
johnmayerVEVO,10,1,1.0,3.0,2.0,2.0,False,False,False
Food Wishes,26,1,0.0,0.0,0.0,1.0,False,False,False
jbalvinVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Team Coco,24,0,1.0,2.0,2.0,2.0,False,False,False
Netflix,24,1,1.0,2.0,1.0,1.0,False,False,False
CaseyNeistat,22,1,1.0,2.0,2.0,2.0,False,False,False
The Dodo,15,1,0.0,1.0,0.0,0.0,False,False,False
akidearest,27,1,0.0,2.0,0.0,2.0,False,False,False
Nintendo,20,1,0.0,1.0,2.0,2.0,False,False,False
CAguileraVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
DONG,24,1,1.0,2.0,2.0,2.0,False,False,False
Marques Brownlee,28,1,1.0,3.0,2.0,3.0,False,False,False
The Dodo,15,1,1.0,2.0,1.0,2.0,False,False,False
Disney•Pixar,1,1,1.0,3.0,3.0,3.0,False,False,False
ElectroBOOM,28,1,0.0,1.0,1.0,1.0,False,False,False
Team Coco,23,0,1.0,2.0,2.0,2.0,False,False,False
John Campea,24,1,0.0,0.0,0.0,1.0,False,False,False
MyLifeAsEva,26,1,0.0,2.0,2.0,2.0,False,False,False
Philip DeFranco,25,1,1.0,3.0,3.0,3.0,False,False,False
The Late Late Show with James Corden,24,1,0.0,1.0,1.0,0.0,False,False,False
Natalies Outlet,24,1,1.0,3.0,2.0,3.0,False,False,False
Cut,24,1,0.0,1.0,0.0,1.0,False,False,False
Simon and Martina,19,1,0.0,1.0,1.0,2.0,False,False,False
SiriusXM,25,1,0.0,0.0,0.0,0.0,False,False,False
Dude Perfect,17,1,1.0,3.0,3.0,3.0,False,False,False
Ed Sheeran,10,1,1.0,3.0,3.0,3.0,False,False,False
Good Mythical Morning,24,1,1.0,1.0,3.0,2.0,False,False,False
Dr. Sandra Lee (aka Dr. Pimple Popper),27,1,0.0,0.0,0.0,0.0,False,False,False
BuzzFeedVideo,22,1,1.0,3.0,3.0,3.0,False,False,False
Saturday Night Live,24,1,1.0,3.0,3.0,3.0,False,False,False
CBS This Morning,25,1,0.0,0.0,1.0,1.0,False,False,False
Gus Johnson,23,1,0.0,2.0,2.0,1.0,False,False,False
Halfway Anywhere,19,1,0.0,0.0,0.0,0.0,False,False,False
How Ridiculous,17,1,1.0,3.0,3.0,3.0,False,False,False
The Game Theorists,20,1,1.0,3.0,3.0,3.0,False,False,False
BuzzFeedVideo,22,1,1.0,3.0,3.0,3.0,False,False,False
ImagineDragonsVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Smosh,23,1,0.0,2.0,2.0,1.0,False,False,False
NFL,17,1,0.0,0.0,0.0,1.0,False,False,False
Tina Yong,26,1,0.0,2.0,1.0,1.0,False,False,False
PBS NewsHour,25,1,0.0,0.0,0.0,,True,False,False
KeithUrbanVEVO,10,1,0.0,1.0,1.0,0.0,False,False,False
Hollyscoop,24,1,0.0,0.0,0.0,0.0,False,False,False
杰威爾音樂 JVR Music,10,1,1.0,3.0,3.0,3.0,False,False,False
PONY Syndrome,26,1,0.0,1.0,0.0,1.0,False,False,False
VICE,24,1,0.0,2.0,1.0,1.0,False,False,False
KathleenLights,26,1,0.0,2.0,1.0,1.0,False,False,False
CBS Los Angeles,25,1,0.0,0.0,0.0,0.0,False,False,False
The Late Show with Stephen Colbert,24,1,0.0,1.0,1.0,0.0,False,False,False
Simone Giertz,28,0,1.0,3.0,3.0,3.0,False,False,False
CatPusic,15,1,0.0,1.0,0.0,1.0,False,False,False
Google,28,1,0.0,2.0,3.0,2.0,False,False,False
BRITs,10,1,0.0,0.0,0.0,0.0,False,False,False
ESPN UK,17,1,1.0,1.0,2.0,2.0,False,False,False
NikkieTutorials,26,1,1.0,3.0,3.0,3.0,False,False,False
BBC Earth,15,1,0.0,0.0,0.0,0.0,False,False,False
Austin Evans,28,1,0.0,1.0,2.0,2.0,False,False,False
HollywoodLife,24,1,1.0,1.0,2.0,1.0,False,False,False
VOsprey22,1,1,0.0,0.0,,0.0,False,False,False
John Mayer,10,1,1.0,3.0,3.0,3.0,False,False,False
mike m,22,1,0.0,0.0,2.0,1.0,False,False,False
Cut,24,1,0.0,1.0,0.0,1.0,False,False,False
NBC Sports,17,1,0.0,0.0,1.0,1.0,False,False,False
Björk,10,1,0.0,1.0,0.0,1.0,False,False,False
Kandee Johnson,26,1,0.0,1.0,1.0,1.0,False,False,False
Saturday Night Live,24,1,1.0,2.0,2.0,1.0,False,False,False
PTXofficial,10,1,1.0,3.0,2.0,3.0,False,False,False
greyson97,10,1,0.0,0.0,0.0,0.0,False,False,False
TheTimTracker,24,1,0.0,0.0,0.0,0.0,False,False,False
SiaVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Strictly Dumpling,19,1,1.0,2.0,2.0,2.0,False,False,False
ThirtySecondsToMarsVEVO,10,1,1.0,2.0,2.0,2.0,False,False,False
Samantha Maria,26,1,0.0,0.0,0.0,0.0,False,False,False
CelineDionVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Safiya Nygaard,22,1,1.0,3.0,3.0,3.0,False,False,False
Fueled By Ramen,10,1,0.0,1.0,1.0,0.0,False,False,False
ZEDDVEVO,10,1,1.0,3.0,3.0,2.0,False,False,False
Just Between Us,23,1,0.0,1.0,1.0,1.0,False,False,False
ToriKellyVEVO,10,1,0.0,2.0,1.0,1.0,False,False,False
acaciacutie,23,1,0.0,2.0,1.0,2.0,False,False,False
Screen Junkies,1,1,1.0,3.0,2.0,2.0,False,False,False
The View,24,1,0.0,0.0,1.0,0.0,False,False,False
As/Is,22,1,1.0,2.0,1.0,1.0,False,False,False
RM Videos,23,1,0.0,0.0,0.0,0.0,False,False,False
Muselk,20,1,0.0,2.0,2.0,2.0,False,False,False
Lucas the Spider,1,1,1.0,3.0,3.0,3.0,False,False,False
Star Wars,24,1,1.0,2.0,2.0,2.0,False,False,False
The Ohana Adventure,24,1,0.0,0.0,0.0,1.0,False,False,False
The Tonight Show Starring Jimmy Fallon,23,1,1.0,1.0,3.0,2.0,False,False,False
20th Century Fox,1,1,0.0,1.0,0.0,0.0,False,False,False
BuzzFeedBlue,22,1,1.0,2.0,3.0,2.0,False,False,False
Binging with Babish,24,1,1.0,2.0,2.0,2.0,False,False,False
The Square to Spare,26,1,0.0,0.0,0.0,0.0,False,False,False
NBC Sports,17,1,0.0,0.0,1.0,1.0,False,False,False
CBS This Morning,25,1,0.0,0.0,0.0,0.0,False,False,False
NBA,17,1,0.0,0.0,0.0,1.0,False,False,False
DanTDM,24,1,1.0,2.0,2.0,3.0,False,False,False
Liza Koshy Too,23,1,1.0,3.0,2.0,3.0,False,False,False
TechSmartt,28,1,1.0,2.0,3.0,2.0,False,False,False
LaurDIY,26,1,1.0,3.0,2.0,3.0,False,False,False
Freemeo,1,1,0.0,0.0,0.0,0.0,False,False,False
Netflix,24,1,0.0,0.0,1.0,0.0,False,False,False
MOBO Awards,10,1,0.0,0.0,0.0,0.0,False,False,False
HalseyVEVO,10,1,1.0,3.0,2.0,2.0,False,False,False
FlyFastandLow,25,1,0.0,0.0,,,False,False,False
Fox News,25,1,0.0,0.0,0.0,0.0,False,False,False
TODAY,25,1,1.0,2.0,2.0,2.0,False,False,False
johnlegendVEVO,10,1,1.0,3.0,2.0,2.0,False,False,False
NBA on TNT,17,1,0.0,0.0,0.0,1.0,False,False,False
Lele Pons,23,1,1.0,3.0,3.0,3.0,False,False,False
Calvin Klein,24,0,1.0,2.0,3.0,2.0,False,False,False
Allure,24,1,0.0,1.0,0.0,0.0,False,False,False
Vanity Fair,24,1,1.0,2.0,1.0,1.0,False,False,False
Tasty,26,1,0.0,1.0,1.0,1.0,False,False,False
TheEllenShow,24,1,0.0,1.0,2.0,1.0,False,False,False
The Warp Zone,23,1,0.0,0.0,0.0,0.0,False,False,False
PBS NewsHour,25,0,0.0,0.0,0.0,,True,False,False
William Osman,28,1,0.0,1.0,0.0,1.0,False,False,False
TheCubician,24,1,0.0,0.0,1.0,0.0,False,False,False
NFL,17,1,1.0,1.0,1.0,2.0,False,False,False
David Guetta,10,1,1.0,3.0,3.0,3.0,False,False,False
GingerPale,23,1,0.0,1.0,0.0,3.0,False,False,False
Sonic the Hedgehog,20,1,0.0,2.0,1.0,2.0,False,False,False
Ladylike,22,1,1.0,3.0,2.0,2.0,False,False,False
The Late Show with Stephen Colbert,24,1,0.0,0.0,0.0,0.0,False,False,False
justintimberlakeVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Ingrid Nilsen,26,1,0.0,0.0,1.0,0.0,False,False,False
Alex French Guy Cooking,26,1,0.0,2.0,0.0,1.0,False,False,False
Madelaine Petsch,22,1,0.0,2.0,0.0,1.0,False,False,False
Channel Awesome,24,1,0.0,1.0,1.0,1.0,False,False,False
CBS This Morning,25,1,0.0,0.0,1.0,0.0,False,False,False
wdwmagic,19,1,0.0,0.0,3.0,2.0,False,False,False
ASMR Darling,24,1,1.0,2.0,3.0,3.0,False,False,False
NewsFunnies,23,1,0.0,0.0,0.0,0.0,False,False,False
MalumaVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Kelly Clarkson,10,1,0.0,0.0,0.0,0.0,False,False,False
MyLifeAsEva,26,1,0.0,2.0,2.0,2.0,False,False,False
Maggie Lindemann,10,1,1.0,2.0,2.0,2.0,False,False,False
Dragonfoxgirl,24,1,1.0,3.0,3.0,3.0,False,False,False
BBC News,28,1,0.0,0.0,1.0,1.0,False,False,False
RM Videos,23,1,0.0,0.0,0.0,0.0,False,False,False
CNN,25,1,0.0,0.0,1.0,1.0,False,False,False
Safiya Nygaard,22,1,1.0,3.0,3.0,3.0,False,False,False
Tom Scott,27,1,0.0,2.0,1.0,1.0,False,False,False
JamesBayVEVO,10,1,1.0,2.0,2.0,2.0,False,False,False
CBS News,25,1,1.0,0.0,1.0,1.0,False,False,False
WIRED,24,1,0.0,1.0,1.0,0.0,False,False,False
Warner Bros. Pictures,24,1,0.0,0.0,0.0,0.0,False,False,False
Billboard,10,1,1.0,3.0,2.0,3.0,False,False,False
Kurzgesagt – In a Nutshell,27,1,1.0,3.0,2.0,3.0,False,False,False
Rosanna Pansino,26,1,0.0,2.0,1.0,2.0,False,False,False
jypentertainment,10,1,1.0,3.0,3.0,3.0,False,False,False
You Suck At Cooking,26,1,1.0,2.0,2.0,2.0,False,False,False
Sylvia Gani,26,1,0.0,2.0,1.0,2.0,False,False,False
Street Speed 717,2,1,0.0,1.0,1.0,1.0,False,False,False
Chubbyemu,28,1,0.0,2.0,2.0,2.0,False,False,False
Swish Daily,22,1,1.0,0.0,1.0,1.0,False,False,False
VH1,24,1,0.0,1.0,0.0,1.0,False,False,False
KISS FM UK,10,1,0.0,0.0,0.0,0.0,False,False,False
The Tonight Show Starring Jimmy Fallon,23,1,0.0,0.0,0.0,0.0,False,False,False
EltonJohnVEVO,10,1,1.0,0.0,1.0,0.0,False,False,False
CollegeHumor,23,1,0.0,2.0,3.0,2.0,False,False,False
Refinery29,26,1,0.0,0.0,0.0,0.0,False,False,False
DALLMYD,17,1,1.0,2.0,2.0,2.0,False,False,False
Gabbie Hanna,26,1,1.0,3.0,3.0,3.0,False,False,False
BBC Radio 1,24,1,0.0,1.0,0.0,0.0,False,False,False
The Infographics Show,27,1,1.0,1.0,1.0,1.0,False,False,False
William Osman,28,1,0.0,2.0,0.0,2.0,False,False,False
itsAlexClark,1,1,1.0,2.0,2.0,2.0,False,False,False
Jimmy Kimmel Live,23,1,1.0,1.0,3.0,2.0,False,False,False
SciShow,27,1,0.0,1.0,1.0,1.0,False,False,False
Olivia Jade,26,1,0.0,2.0,2.0,1.0,False,False,False
ABC News,25,1,0.0,0.0,0.0,0.0,False,False,False
Alabama Crimson Tide on AL.com,17,1,0.0,0.0,1.0,1.0,False,False,False
Talking Kitty Cat,23,1,1.0,2.0,3.0,3.0,False,False,False
Ariana Grande`,10,1,1.0,3.0,3.0,3.0,False,False,False
ESPN,17,1,0.0,0.0,0.0,0.0,False,False,False
Shmee150,2,1,0.0,1.0,1.0,1.0,False,False,False
Loudwire,10,1,0.0,0.0,0.0,0.0,False,False,False
Matt Stonie,24,1,1.0,3.0,3.0,3.0,False,False,False
CBS News,25,1,1.0,1.0,2.0,3.0,False,False,False
emmymadeinjapan,26,1,0.0,1.0,0.0,1.0,False,False,False
H&M,24,1,0.0,0.0,2.0,,True,False,False
Jenny Nicholson,1,0,0.0,1.0,1.0,2.0,False,False,False
Chloe x Halle,10,1,0.0,1.0,1.0,1.0,False,False,False
Jessica Vu,26,1,0.0,1.0,0.0,0.0,False,False,False
Tati,26,1,0.0,2.0,2.0,2.0,False,False,False
ExplosmEntertainment,23,1,1.0,2.0,2.0,1.0,False,False,False
Lele Pons,23,1,1.0,3.0,3.0,3.0,False,False,False
SelenaGomezVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
KathleenLights,26,1,0.0,2.0,1.0,1.0,False,False,False
Charlie Puth,10,1,1.0,3.0,2.0,3.0,False,False,False
Toyota Global,2,1,0.0,0.0,1.0,0.0,False,False,False
Hydraulic Press Channel,28,1,1.0,2.0,1.0,2.0,False,False,False
Wendy Williams,24,1,0.0,0.0,1.0,1.0,False,False,False
iJustine,22,1,0.0,1.0,1.0,1.0,False,False,False
Carrie Underwood,10,0,1.0,2.0,2.0,1.0,False,False,False
PlayOverwatch,20,1,1.0,2.0,2.0,3.0,False,False,False
FallOutBoyVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Laura Lee,26,1,0.0,2.0,1.0,3.0,False,False,False
Kurzgesagt – In a Nutshell,27,1,1.0,3.0,2.0,3.0,False,False,False
The X Factor UK,24,1,1.0,3.0,3.0,,True,False,False
jacksfilms,23,1,1.0,2.0,2.0,3.0,False,False,False
CNN,25,1,0.0,1.0,1.0,2.0,False,False,False
Cat Man Chris,15,1,1.0,1.0,2.0,2.0,False,False,False
TaylorSwiftVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Late Night with Seth Meyers,23,1,1.0,1.0,1.0,0.0,False,False,False
Matthias,28,1,1.0,2.0,2.0,3.0,False,False,False
What's Inside?,17,1,1.0,1.0,2.0,1.0,False,False,False
Screen Junkies,1,1,1.0,2.0,2.0,2.0,False,False,False
The Joint Forces Channel,28,1,0.0,0.0,0.0,0.0,False,False,False
What's Inside?,28,1,0.0,1.0,2.0,2.0,False,False,False
KaceyMusgravesVEVO,10,1,1.0,1.0,1.0,0.0,False,False,False
Austin Evans,28,1,0.0,1.0,3.0,2.0,False,False,False
Great Big Story,22,1,0.0,2.0,0.0,1.0,False,False,False
Unbox Therapy,28,1,1.0,3.0,3.0,3.0,False,False,False
Step Up: High Water,24,1,1.0,0.0,2.0,0.0,False,False,False
HellthyJunkFood,24,1,0.0,1.0,2.0,1.0,False,False,False
National Geographic,15,1,0.0,0.0,0.0,0.0,False,False,False
Numberphile,28,1,0.0,1.0,0.0,0.0,False,False,False
Hydraulic Press Channel,28,1,1.0,2.0,1.0,2.0,False,False,False
Matt Bentkowski,17,0,1.0,2.0,2.0,2.0,False,False,False
Tyler Stalman,28,1,0.0,0.0,0.0,0.0,False,False,False
Bee Ly TV,22,1,0.0,0.0,0.0,0.0,False,False,False
johnmayerVEVO,10,1,1.0,3.0,2.0,2.0,False,False,False
Blue Origin,28,0,0.0,0.0,1.0,0.0,False,False,False
TED-Ed,27,1,0.0,1.0,1.0,1.0,False,False,False
The Slow Mo Guys,24,1,1.0,3.0,2.0,3.0,False,False,False
empireofthesunvevo,10,1,0.0,1.0,0.0,1.0,False,False,False
Life Noggin,27,1,0.0,1.0,1.0,2.0,False,False,False
TheEllenShow,24,1,1.0,2.0,2.0,1.0,False,False,False
Bad Lip Reading,23,1,1.0,3.0,3.0,3.0,False,False,False
FliteTest,24,1,0.0,0.0,0.0,1.0,False,False,False
Kensuke Koike,1,1,1.0,2.0,2.0,2.0,False,False,False
The Slow Mo Guys,22,1,1.0,3.0,2.0,2.0,False,False,False
iJustine,28,1,1.0,2.0,3.0,2.0,False,False,False
Bleecker Street,1,1,1.0,0.0,2.0,1.0,False,False,False
Jimmy Kimmel Live,23,1,1.0,1.0,1.0,1.0,False,False,False
SuperwomanVlogs,22,1,0.0,1.0,1.0,1.0,False,False,False
EllieGouldingVEVO,10,1,0.0,1.0,1.0,1.0,False,False,False
EverythingApplePro,24,1,1.0,2.0,2.0,2.0,False,False,False
Nerdwriter1,24,1,0.0,2.0,1.0,1.0,False,False,False
BostonDynamics,28,1,1.0,3.0,3.0,3.0,False,False,False
BUILD Series,24,1,0.0,0.0,,,False,False,False
Universal Pictures,24,1,1.0,1.0,2.0,1.0,False,False,False
Team Coco,23,1,0.0,0.0,2.0,1.0,False,False,False
Business Insider UK,25,1,0.0,0.0,1.0,0.0,False,False,False
TheEllenShow,24,1,0.0,1.0,0.0,0.0,False,False,False
kehlani parrish,10,1,1.0,2.0,1.0,1.0,False,False,False
SHAYTARDS,24,1,1.0,2.0,2.0,3.0,False,False,False
Simone Giertz,28,1,0.0,1.0,0.0,1.0,False,False,False
Joey Graceffa,22,1,0.0,2.0,1.0,2.0,False,False,False
CBS Los Angeles,25,1,0.0,0.0,1.0,1.0,False,False,False
CalumScottVEVO,10,1,1.0,2.0,1.0,1.0,False,False,False
TED-Ed,27,1,0.0,1.0,0.0,1.0,False,False,False
Vox,25,1,1.0,2.0,3.0,2.0,False,False,False
Studio C,23,1,0.0,2.0,1.0,2.0,False,False,False
Skip and Shannon: UNDISPUTED,17,1,0.0,0.0,2.0,2.0,False,False,False
emmymadeinjapan,26,1,0.0,0.0,1.0,1.0,False,False,False
Vox,25,1,0.0,1.0,2.0,1.0,False,False,False
Washington Post,25,1,0.0,0.0,1.0,1.0,False,False,False
Marzia,22,1,1.0,3.0,3.0,3.0,False,False,False
ZaynVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Kurzgesagt – In a Nutshell,27,1,1.0,3.0,2.0,3.0,False,False,False
littlerobotgirl,22,0,1.0,1.0,1.0,1.0,False,False,False
CNN,25,1,1.0,1.0,3.0,3.0,False,False,False
Fox News,25,1,0.0,0.0,0.0,0.0,False,False,False
How To Cook That,26,1,0.0,1.0,1.0,1.0,False,False,False
NBA on TNT,17,1,0.0,0.0,0.0,1.0,False,False,False
Waterjet Channel,28,1,0.0,1.0,1.0,1.0,False,False,False
LiamPayneVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Good Mythical Morning,24,1,1.0,1.0,1.0,1.0,False,False,False
TraceyThornVEVO,10,1,0.0,0.0,0.0,0.0,False,False,False
FaZe Rug,20,1,1.0,3.0,3.0,3.0,False,False,False
CBC News,25,1,0.0,0.0,1.0,1.0,False,False,False
Lucas,23,1,0.0,2.0,2.0,1.0,False,False,False
Billie Eilish,10,1,1.0,3.0,2.0,3.0,False,False,False
Youtube Tea,22,0,0.0,0.0,0.0,0.0,False,False,False
Atlantic Records,10,1,1.0,3.0,3.0,3.0,False,False,False
ABC Action News,25,1,1.0,1.0,2.0,2.0,False,False,False
My Self Reliance,22,1,0.0,1.0,0.0,0.0,False,False,False
BuzzFeed Nifty,26,1,0.0,0.0,0.0,0.0,False,False,False
BBC News,1,1,0.0,1.0,2.0,1.0,False,False,False
KeithUrbanVEVO,10,1,1.0,1.0,2.0,0.0,False,False,False
Mike Austin,25,1,1.0,2.0,3.0,,True,False,False
INSIDER,24,1,1.0,3.0,3.0,2.0,False,False,False
AsapSCIENCE,28,1,0.0,2.0,1.0,2.0,False,False,False
Tanya Burr,26,1,1.0,2.0,2.0,0.0,False,False,False
Gerry Litwin,22,1,1.0,3.0,3.0,2.0,False,False,False
DemiLovatoVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
jeffreestar,26,1,1.0,3.0,3.0,3.0,False,False,False
Jaiden Animations,1,1,1.0,3.0,2.0,3.0,False,False,False
Team Edge,23,1,1.0,2.0,3.0,2.0,False,False,False
Peter McKinnon,22,1,0.0,2.0,0.0,2.0,False,False,False
Tom Scott,27,1,0.0,2.0,2.0,2.0,False,False,False
Kevin Durant,17,1,0.0,1.0,0.0,0.0,False,False,False
AzealiaBanksVEVO,10,1,1.0,3.0,3.0,3.0,False,False,False
Netflix,24,1,1.0,2.0,1.0,2.0,False,False,False
CinemaSins,1,1,1.0,2.0,3.0,3.0,False,False,False
CNN,25,1,0.0,0.0,0.0,0.0,False,False,False
Jimmy Kimmel Live,23,1,1.0,2.0,2.0,2.0,False,False,False
TODAY,25,1,0.0,0.0,2.0,0.0,False,False,False
Ryland Adams,24,1,1.0,3.0,2.0,3.0,False,False,False
todrickhall,24,1,0.0,0.0,0.0,0.0,False,False,False
NBA,17,1,0.0,0.0,0.0,0.0,False,False,False
James Charles,24,1,1.0,3.0,3.0,3.0,False,False,False
NBA on ESPN,17,1,0.0,0.0,0.0,0.0,False,False,False
JelloApocalypse,23,1,1.0,2.0,3.0,3.0,False,False,False
standupmaths,24,1,0.0,1.0,1.0,1.0,False,False,False
RemyMaVEVO,10,1,0.0,1.0,2.0,2.0,False,False,False
Matthias Wandel,26,1,0.0,0.0,0.0,0.0,False,False,False
The Film Theorists,1,1,1.0,3.0,3.0,3.0,False,False,False
TiffyQuake,26,1,0.0,0.0,0.0,0.0,False,False,False
Wendover Productions,27,1,0.0,2.0,2.0,2.0,False,False,False
FaZe Rug,20,1,1.0,3.0,3.0,3.0,False,False,False
Tom Scott,27,1,0.0,1.0,0.0,1.0,False,False,False
Amber Scholl,26,1,1.0,3.0,2.0,2.0,False,False,False
The Late Show with Stephen Colbert,24,1,0.0,1.0,1.0,0.0,False,False,False
Epicurious,26,1,1.0,2.0,3.0,2.0,False,False,False
ScreenJunkies News,24,1,0.0,0.0,1.0,1.0,False,False,False
CaseyNeistat,22,1,1.0,3.0,3.0,3.0,False,False,False
Bad Lip Reading,23,1,1.0,3.0,3.0,3.0,False,False,False
Epicurious,24,1,0.0,0.0,0.0,0.0,False,False,False
Michelle Khare,24,1,0.0,2.0,1.0,1.0,False,False,False
FBE,24,1,1.0,2.0,1.0,2.0,False,False,False
Simon's Cat,15,1,0.0,1.0,1.0,0.0,False,False,False
Half as Interesting,27,1,0.0,1.0,0.0,0.0,False,False,False
The View,25,1,0.0,0.0,3.0,2.0,False,False,False
EA SPORTS,20,1,1.0,1.0,3.0,2.0,False,False,False
MatthewSantoro,27,1,0.0,1.0,2.0,1.0,False,False,False
TheSorryGirls,26,1,0.0,0.0,0.0,0.0,False,False,False
Talking Kitty Cat,23,1,0.0,2.0,3.0,2.0,False,False,False
Liza Koshy Too,23,1,1.0,3.0,3.0,3.0,False,False,False
Smyang Piano,10,1,0.0,1.0,0.0,0.0,False,False,False
Kanye West,22,1,1.0,3.0,3.0,3.0,False,False,False
Charlie Corts,22,0,1.0,2.0,2.0,,True,False,False
Yes Theory,24,1,0.0,2.0,1.0,2.0,False,False,False
James Charles,24,1,1.0,3.0,3.0,3.0,False,False,False
Matthias Wandel,26,1,0.0,1.0,0.0,1.0,False,False,False
Shawn Mendes,10,1,1.0,3.0,3.0,3.0,False,False,False
ワーナー ブラザース 公式チャンネル,1,1,1.0,2.0,2.0,2.0,False,False,False
The Dodo,15,1,1.0,3.0,3.0,3.0,False,False,False
Maggie Lindemann,10,1,0.0,2.0,2.0,2.0,False,False,False
Mike Diva,24,1,0.0,1.0,1.0,0.0,False,False,False
Marvel Entertainment,24,1,1.0,2.0,1.0,2.0,False,False,False
Rooster Teeth,1,1,0.0,2.0,0.0,1.0,False,False,False
Doctor Who,24,1,1.0,2.0,3.0,3.0,False,False,False
Navenanthen Gepardieu,24,1,0.0,0.0,0.0,0.0,False,False,False
Late Night with Seth Meyers,23,1,1.0,1.0,1.0,0.0,False,False,False
HellthyJunkFood,24,1,0.0,1.0,2.0,2.0,False,False,False
MARIO TESTINO,24,1,0.0,0.0,0.0,0.0,False,False,False
CNN,25,1,0.0,0.0,1.0,1.0,False,False,False
Na So We See Am,22,0,0.0,0.0,,0.0,False,False,False
Michelle Khare,24,1,0.0,0.0,2.0,0.0,False,False,False
Gabbie Hanna,26,1,1.0,3.0,3.0,3.0,False,False,False
HellthyJunkFood,24,1,0.0,1.0,1.0,1.0,False,False,False
WOWPresents,24,1,0.0,1.0,1.0,1.0,False,False,False
How Ridiculous,17,1,1.0,3.0,3.0,3.0,False,False,False
Allie Glines,26,1,0.0,0.0,1.0,0.0,False,False,False
Refinery29,26,1,0.0,0.0,1.0,1.0,False,False,False
The Graham Norton Show,24,1,0.0,1.0,0.0,0.0,False,False,False
Brave Wilderness,15,1,1.0,3.0,3.0,3.0,False,False,False
Hannah Stocking,23,1,1.0,2.0,2.0,2.0,False,False,False
WGA West,1,0,0.0,0.0,0.0,0.0,False,False,False
kehlani parrish,10,1,0.0,2.0,1.0,1.0,False,False,False
The Hollywood Reporter,24,1,0.0,0.0,0.0,0.0,False,False,False
CalvinHarrisVEVO,10,1,1.0,2.0,3.0,2.0,False,False,False
Microsoft Surface,28,1,1.0,2.0,1.0,2.0,False,False,False
Third Leg Studios,23,1,0.0,1.0,2.0,1.0,False,False,False
WWE,17,1,1.0,1.0,1.0,1.0,False,False,False
The New Yorker,24,1,1.0,2.0,3.0,3.0,False,False,False
NHL,17,1,1.0,2.0,1.0,2.0,False,False,False
NBA,17,1,0.0,1.0,0.0,1.0,False,False,False
Grace Helbig,22,1,0.0,1.0,1.0,1.0,False,False,False
mariahxlambily,10,1,1.0,1.0,3.0,2.0,False,False,False
WIRED,24,1,1.0,3.0,1.0,2.0,False,False,False
Hayley Kiyoko,10,1,1.0,3.0,2.0,3.0,False,False,False
Brad Mondo,24,1,1.0,2.0,2.0,2.0,False,False,False
Great Big Story,17,1,0.0,0.0,0.0,0.0,False,False,False
Alto's Adventure,20,1,0.0,0.0,0.0,0.0,False,False,False
Rob Scallon,10,1,0.0,1.0,0.0,1.0,False,False,False
PBS NewsHour,25,1,0.0,0.0,0.0,,True,False,False
HellthyJunkFood,24,1,0.0,1.0,1.0,1.0,False,False,False
Wendy Williams,24,1,0.0,0.0,1.0,1.0,False,False,False
jacksfilms,23,1,1.0,3.0,2.0,3.0,False,False,False
Davie504,24,1,1.0,3.0,2.0,3.0,False,False,False
AaronsAnimals,15,0,0.0,1.0,0.0,1.0,False,False,False
Tom Scott,27,1,0.0,2.0,1.0,1.0,False,False,False
Gentle Whispering ASMR,26,1,1.0,2.0,3.0,2.0,False,False,False
Dancing With The Stars,24,1,0.0,0.0,1.0,0.0,False,False,False
The CW Television Network,24,1,0.0,0.0,0.0,0.0,False,False,False
Don Diablo,10,1,1.0,2.0,2.0,1.0,False,False,False
WWE,17,1,1.0,3.0,2.0,2.0,False,False,False
Bleacher Report,43,1,1.0,2.0,1.0,1.0,False,False,False
